,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
254,1133051992,R03-M1-NF,R03,M1,NF,J07-U01,computation,critical input interrupt enable...1,2
255,1133051992,R03-M1-NF,R03,M1,NF,J07-U01,computation,external input interrupt enable...1,2
256,1133051992,R03-M1-NF,R03,M1,NF,J07-U01,computation,problem state (0=sup,2
257,1133051992,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating point instr. enabled.....1,2
258,1133051992,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check enable..............1,2
259,1133051993,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating pt ex mode 0 enable......1,2
260,1133051993,R03-M1-NF,R03,M1,NF,J07-U01,computation,debug wait enable.................0,2
261,1133051993,R03-M1-NF,R03,M1,NF,J07-U01,computation,debug interrupt enable............0,2
262,1133051993,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating pt ex mode 1 enable......1,2
263,1133051993,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction address space.........0,2
264,1133051993,R03-M1-NF,R03,M1,NF,J07-U01,computation,data address space................0,2
265,1133051993,R03-M1-NF,R03,M1,NF,J07-U01,computation,Core Configuration Register 0: 0x00002000,2
266,1133051994,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable store gathering..................0,2
267,1133051994,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable apu instruction broadcast........0,2
268,1133051994,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable trace broadcast..................0,2
269,1133051994,R03-M1-NF,R03,M1,NF,J07-U01,computation,guaranteed instruction cache block touch.0,2
270,1133051994,R03-M1-NF,R03,M1,NF,J07-U01,computation,guaranteed data cache block touch........1,2
271,1133051994,R03-M1-NF,R03,M1,NF,J07-U01,computation,force load/store alignment...............0,2
272,1133051994,R03-M1-NF,R03,M1,NF,J07-U01,computation,icache prefetch depth....................0,2
273,1133051995,R03-M1-NF,R03,M1,NF,J07-U01,computation,icache prefetch threshold................0,2
274,1133051995,R03-M1-NF,R03,M1,NF,J07-U01,computation,General Purpose Registers:,2
275,1133051995,R03-M1-NF,R03,M1,NF,J07-U01,computation,r00=0x00000000 r01=0x0ffe82b0 r02=0x1eeeeeee r03=0x0ffea4c8,2
276,1133051995,R03-M1-NF,R03,M1,NF,J07-U01,computation,r04=0x00000000 r05=0x24404844 r06=0x0029fcac r07=0x00003620,2
277,1133051995,R03-M1-NF,R03,M1,NF,J07-U01,computation,r08=0x00ed4920 r09=0x00000000 r10=0x003b0000 r11=0x00ed4920,2
278,1133051995,R03-M1-NF,R03,M1,NF,J07-U01,computation,r12=0x00398958 r13=0x1eeeeeee r14=0x00000000 r15=0x0000000f,2
279,1133051996,R03-M1-NF,R03,M1,NF,J07-U01,computation,r16=0x00000058 r17=0x00000042 r18=0x0000001a r19=0x00ed4920,2
280,1133051996,R03-M1-NF,R03,M1,NF,J07-U01,computation,r20=0x40000000 r21=0x40000000 r22=0xffffd000 r23=0x0ffea5c8,2
281,1133051996,R03-M1-NF,R03,M1,NF,J07-U01,computation,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,2
282,1133051996,R03-M1-NF,R03,M1,NF,J07-U01,computation,r28=0x004c9870 r29=0xd0001080 r30=0x00000078 r31=0x00000000,2
283,1133051996,R03-M1-NF,R03,M1,NF,J07-U01,computation,Special Purpose Registers:,2
284,1133051996,R03-M1-NF,R03,M1,NF,J07-U01,computation,lr=0x0029fcac cr=0x24424842 xer=0x20000002 ctr=0x002701f8,2
285,1133051996,R03-M1-NF,R03,M1,NF,J07-U01,computation,msr=0x0002f900 dear=0x00000000 esr=0x00000000 fpscr=0x86004000,2
286,1133051997,R03-M1-NF,R03,M1,NF,J07-U01,computation,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x00002000,2
287,1133051997,R03-M1-NF,R03,M1,NF,J07-U01,computation,Floating Point Status and Control Register: 0x86004000,2
288,1133051997,R03-M1-NF,R03,M1,NF,J07-U01,computation,exception summary........................1,2
289,1133051997,R03-M1-NF,R03,M1,NF,J07-U01,computation,enabled exception summary................0,2
290,1133051997,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception summary......0,2
291,1133051997,R03-M1-NF,R03,M1,NF,J07-U01,computation,overflow exception.......................0,2
292,1133051997,R03-M1-NF,R03,M1,NF,J07-U01,computation,underflow exception......................0,2
293,1133051998,R03-M1-NF,R03,M1,NF,J07-U01,computation,divide-by-zero exception.................1,2
294,1133051998,R03-M1-NF,R03,M1,NF,J07-U01,computation,inexact exception........................1,2
295,1133051998,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (SNAN)...........................0,2
296,1133051998,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf-Inf)........................0,2
297,1133051998,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf/Inf)........................0,2
298,1133051998,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Zero/Zero)......................0,2
299,1133051999,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf/Zero).......................0,2
300,1133051999,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (compare)........................0,2
301,1133051999,R03-M1-NF,R03,M1,NF,J07-U01,computation,fraction rounded.........................0,2
302,1133051999,R03-M1-NF,R03,M1,NF,J07-U01,computation,fraction inexact.........................0,2
303,1133051999,R03-M1-NF,R03,M1,NF,J07-U01,computation,quiet NaN................................0,2
304,1133051999,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus inf................................0,2
305,1133051999,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus normalized number..................0,2
306,1133052000,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus denormalized number................0,2
307,1133052000,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus zero...............................0,2
308,1133052000,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus zero................................0,2
309,1133052000,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus denormalized number.................0,2
310,1133052000,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus normalized number...................1,2
311,1133052000,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus infinity............................0,2
312,1133052000,R03-M1-NF,R03,M1,NF,J07-U01,computation,reserved.................................0,2
313,1133052000,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (software)...0,2
314,1133052001,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (sqrt).......0,2
315,1133052001,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (int cnvt)...0,2
316,1133052001,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable invalid operation exceptions......0,2
317,1133052001,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable overflow exceptions...............0,2
318,1133052001,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable underflow exceptions..............0,2
319,1133052001,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable divide-by-zero exceptions.........0,2
320,1133052001,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable inexact exceptions................0,2
321,1133052002,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable non-IEEE mode.....................0,2
322,1133052002,R03-M1-NF,R03,M1,NF,J07-U01,computation,round nearest............................0,2
323,1133052002,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward zero........................0,2
324,1133052002,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward +infinity...................0,2
325,1133052002,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward -infinity...................0,2
326,1133052002,R03-M1-NF,R03,M1,NF,J07-U01,computation,Floating Point Registers:,2
327,1133052002,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr0=0xa860d7ad 402ec7d7 00000000 40cb4e00,2
328,1133052003,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr1=0x00000000 00000000 f17a2c2e 40760b0d,2
329,1133052003,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr2=0x00000000 00000000 0ba3ec1e c0994bb2,2
330,1133052003,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr3=0x00000000 00000000 5aa3724a 40616f7a,2
331,1133052003,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr4=0x00000000 00000000 48b0e5c1 bfd7fac0,2
332,1133052003,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr5=0x341e3d42 c041d767 98ccf536 3fd1ec70,2
333,1133052003,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr6=0x7f9cc4ba 402e4ca6 d06a9c52 bfb51f5e,2
334,1133052003,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr7=0xc06a9c27 4006d1dc 4159854d c07033f7,2
335,1133052004,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr8=0x2636a402 bffe7d56 d3a1c84c 3fbd6d43,2
336,1133052004,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr9=0xabb59cc8 40153e7d 00000000 c01c0000,2
337,1133052004,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr10=0x62699398 bff07a25 00000000 401c0000,2
338,1133052004,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr11=0x7c740ad7 bff9d122 48b0e5c1 bfd7fac0,2
339,1133052004,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr12=0x00000000 00000068 df4abd99 3fc4b539,2
340,1133052004,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr13=0x00000000 0600c742 194784d2 bfa4a99d,2
341,1133052005,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr14=0xffffffff ffffffff c200fd1c 3f5fd606,2
342,1133052005,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr15=0xffffffff ffffffff 9690f998 bf772274,2
343,1133052005,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr16=0xffffffff ffffffff 14f22fd6 3f7ecc34,2
344,1133052005,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr17=0xffffffff ffffffff b9c5f097 3feff9db,2
345,1133052005,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr18=0xffffffff ffffffff 80000000 c3300000,2
346,1133052005,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr19=0xffffffff ffffffff d6ab5368 3f553959,2
347,1133052005,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr20=0xffffffff ffffffff 00000000 3fd80000,2
348,1133052006,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr21=0xffffffff ffffffff 00000000 bfd40000,2
349,1133052006,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr22=0xffffffff ffffffff 00000000 bff00000,2
350,1133052006,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr23=0xffffffff ffffffff 00000000 3fe00000,2
351,1133052006,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr24=0xffffffff ffffffff bc6a7efa bf489374,2
352,1133052006,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr25=0xffffffff ffffffff aa82f4e3 3f36fdae,2
353,1133052006,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr26=0xffffffff ffffffff 00000000 bfe00000,2
354,1133052006,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr27=0xffffffff ffffffff 211a6973 3eda90b7,2
355,1133052007,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr28=0xffffffff ffffffff d6ab5368 3f653959,2
356,1133052007,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr29=0xffffffff ffffffff 00000000 408f4000,2
357,1133052007,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr30=0xffffffff ffffffff 00000000 3ff00000,2
358,1133052007,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr31=0xffffffff ffffffff 00000000 00000000,2
359,1133052007,R03-M1-NF,R03,M1,NF,J07-U01,computation,rts panic! - stopping execution,2
360,1133059825,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check interrupt (bit=0x10): L2 dcache unit read return parity error,3
361,1133059825,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction address: 0x002a2560,3
362,1133059825,R03-M1-NF,R03,M1,NF,J07-U01,computation,Machine Check Status Register: 0xa0000000,3
363,1133059825,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check summary.............1,3
364,1133059825,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction plb error.............0,3
365,1133059825,R03-M1-NF,R03,M1,NF,J07-U01,computation,data read plb error...............1,3
366,1133059825,R03-M1-NF,R03,M1,NF,J07-U01,computation,data write plb error..............0,3
367,1133059826,R03-M1-NF,R03,M1,NF,J07-U01,computation,tlb error.........................0,3
368,1133059826,R03-M1-NF,R03,M1,NF,J07-U01,computation,i-cache parity error..............0,3
369,1133059826,R03-M1-NF,R03,M1,NF,J07-U01,computation,d-cache search parity error.......0,3
370,1133059826,R03-M1-NF,R03,M1,NF,J07-U01,computation,d-cache flush parity error........0,3
371,1133059826,R03-M1-NF,R03,M1,NF,J07-U01,computation,imprecise machine check...........0,3
372,1133059826,R03-M1-NF,R03,M1,NF,J07-U01,computation,Machine State Register: 0x0002f900,3
373,1133059826,R03-M1-NF,R03,M1,NF,J07-U01,computation,wait state enable.................0,3
374,1133059827,R03-M1-NF,R03,M1,NF,J07-U01,computation,critical input interrupt enable...1,3
375,1133059827,R03-M1-NF,R03,M1,NF,J07-U01,computation,external input interrupt enable...1,3
376,1133059827,R03-M1-NF,R03,M1,NF,J07-U01,computation,problem state (0=sup,3
377,1133059827,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating point instr. enabled.....1,3
378,1133059827,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check enable..............1,3
379,1133059827,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating pt ex mode 0 enable......1,3
380,1133059827,R03-M1-NF,R03,M1,NF,J07-U01,computation,debug wait enable.................0,3
381,1133059828,R03-M1-NF,R03,M1,NF,J07-U01,computation,debug interrupt enable............0,3
382,1133059828,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating pt ex mode 1 enable......1,3
383,1133059828,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction address space.........0,3
384,1133059828,R03-M1-NF,R03,M1,NF,J07-U01,computation,data address space................0,3
385,1133059828,R03-M1-NF,R03,M1,NF,J07-U01,computation,Core Configuration Register 0: 0x00002000,3
386,1133059828,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable store gathering..................0,3
387,1133059828,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable apu instruction broadcast........0,3
388,1133059829,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable trace broadcast..................0,3
389,1133059829,R03-M1-NF,R03,M1,NF,J07-U01,computation,guaranteed instruction cache block touch.0,3
390,1133059829,R03-M1-NF,R03,M1,NF,J07-U01,computation,guaranteed data cache block touch........1,3
391,1133059829,R03-M1-NF,R03,M1,NF,J07-U01,computation,force load/store alignment...............0,3
392,1133059829,R03-M1-NF,R03,M1,NF,J07-U01,computation,icache prefetch depth....................0,3
393,1133059829,R03-M1-NF,R03,M1,NF,J07-U01,computation,icache prefetch threshold................0,3
394,1133059829,R03-M1-NF,R03,M1,NF,J07-U01,computation,General Purpose Registers:,3
395,1133059830,R03-M1-NF,R03,M1,NF,J07-U01,computation,r00=0x00000000 r01=0x0ffe82b0 r02=0x1eeeeeee r03=0x0ffea4c8,3
396,1133059830,R03-M1-NF,R03,M1,NF,J07-U01,computation,r04=0x00000000 r05=0x24404844 r06=0x0029fcac r07=0x000545f0,3
397,1133059830,R03-M1-NF,R03,M1,NF,J07-U01,computation,r08=0x00ed4920 r09=0x00000000 r10=0x003b0000 r11=0x00ed4920,3
398,1133059830,R03-M1-NF,R03,M1,NF,J07-U01,computation,r12=0x00398958 r13=0x1eeeeeee r14=0x00000000 r15=0x000000fc,3
399,1133059830,R03-M1-NF,R03,M1,NF,J07-U01,computation,r16=0x000000cc r17=0x0000002b r18=0x00000065 r19=0x00ed4920,3
400,1133059830,R03-M1-NF,R03,M1,NF,J07-U01,computation,r20=0x40000000 r21=0x40000000 r22=0xffffd000 r23=0x0ffea5c8,3
401,1133059830,R03-M1-NF,R03,M1,NF,J07-U01,computation,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,3
402,1133059831,R03-M1-NF,R03,M1,NF,J07-U01,computation,r28=0x004c9870 r29=0xd0001080 r30=0x00000078 r31=0x00000000,3
403,1133059831,R03-M1-NF,R03,M1,NF,J07-U01,computation,Special Purpose Registers:,3
404,1133059831,R03-M1-NF,R03,M1,NF,J07-U01,computation,lr=0x0029fcac cr=0x24424842 xer=0x20000002 ctr=0x002701f8,3
405,1133059831,R03-M1-NF,R03,M1,NF,J07-U01,computation,msr=0x0002f900 dear=0x00000000 esr=0x00000000 fpscr=0x86004000,3
406,1133059831,R03-M1-NF,R03,M1,NF,J07-U01,computation,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x00002000,3
407,1133059831,R03-M1-NF,R03,M1,NF,J07-U01,computation,Floating Point Status and Control Register: 0x86004000,3
408,1133059831,R03-M1-NF,R03,M1,NF,J07-U01,computation,exception summary........................1,3
409,1133059832,R03-M1-NF,R03,M1,NF,J07-U01,computation,enabled exception summary................0,3
410,1133059832,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception summary......0,3
411,1133059832,R03-M1-NF,R03,M1,NF,J07-U01,computation,overflow exception.......................0,3
412,1133059832,R03-M1-NF,R03,M1,NF,J07-U01,computation,underflow exception......................0,3
413,1133059832,R03-M1-NF,R03,M1,NF,J07-U01,computation,divide-by-zero exception.................1,3
414,1133059832,R03-M1-NF,R03,M1,NF,J07-U01,computation,inexact exception........................1,3
415,1133059832,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (SNAN)...........................0,3
416,1133059833,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf-Inf)........................0,3
417,1133059833,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf/Inf)........................0,3
418,1133059833,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Zero/Zero)......................0,3
419,1133059833,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (Inf/Zero).......................0,3
420,1133059833,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid (compare)........................0,3
421,1133059833,R03-M1-NF,R03,M1,NF,J07-U01,computation,fraction rounded.........................0,3
422,1133059833,R03-M1-NF,R03,M1,NF,J07-U01,computation,fraction inexact.........................0,3
423,1133059834,R03-M1-NF,R03,M1,NF,J07-U01,computation,quiet NaN................................0,3
424,1133059834,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus inf................................0,3
425,1133059834,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus normalized number..................0,3
426,1133059834,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus denormalized number................0,3
427,1133059834,R03-M1-NF,R03,M1,NF,J07-U01,computation,minus zero...............................0,3
428,1133059834,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus zero................................0,3
429,1133059834,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus denormalized number.................0,3
430,1133059834,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus normalized number...................1,3
431,1133059835,R03-M1-NF,R03,M1,NF,J07-U01,computation,plus infinity............................0,3
432,1133059835,R03-M1-NF,R03,M1,NF,J07-U01,computation,reserved.................................0,3
433,1133059835,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (software)...0,3
434,1133059835,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (sqrt).......0,3
435,1133059835,R03-M1-NF,R03,M1,NF,J07-U01,computation,invalid operation exception (int cnvt)...0,3
436,1133059835,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable invalid operation exceptions......0,3
437,1133059835,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable overflow exceptions...............0,3
438,1133059836,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable underflow exceptions..............0,3
439,1133059836,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable divide-by-zero exceptions.........0,3
440,1133059836,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable inexact exceptions................0,3
441,1133059836,R03-M1-NF,R03,M1,NF,J07-U01,computation,enable non-IEEE mode.....................0,3
442,1133059836,R03-M1-NF,R03,M1,NF,J07-U01,computation,round nearest............................0,3
443,1133059836,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward zero........................0,3
444,1133059836,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward +infinity...................0,3
445,1133059837,R03-M1-NF,R03,M1,NF,J07-U01,computation,round toward -infinity...................0,3
446,1133059837,R03-M1-NF,R03,M1,NF,J07-U01,computation,Floating Point Registers:,3
447,1133059837,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr0=0xf675eecb 4035ac82 00000000 40cb8100,3
448,1133059837,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr1=0x00000000 00000000 d24f1d9b 40766444,3
449,1133059837,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr2=0x00000000 00000000 64f0244c c099c2cf,3
450,1133059837,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr3=0x00000000 00000000 cd7d3b36 4065d1b2,3
451,1133059837,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr4=0x00000000 00000000 3689c9ed bfd7fba9,3
452,1133059838,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr5=0xb050813b c0400eed 5069bc5b 3fd16986,3
453,1133059838,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr6=0x60f54b16 c0270fba 667a10b9 bfb879ba,3
454,1133059838,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr7=0xa4cdf4d7 3fe38584 9bbab824 c0713f53,3
455,1133059838,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr8=0x4f497a3c bff1ab84 43957dee 3fbbe027,3
456,1133059838,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr9=0xfee21844 c04f03f0 00000000 c01c0000,3
457,1133059838,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr10=0x7d8e9fc3 3fe76761 00000000 401c0000,3
458,1133059838,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr11=0x8345b35d 3fefab3a 3689c9ed bfd7fba9,3
459,1133059839,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr12=0xcb9bdb1b c09099f7 f4afcb3f 3fc48629,3
460,1133059839,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr13=0x00000000 004c8328 ba67e29d bfa72dcc,3
461,1133059839,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr14=0xffffffff ffffffff c200fd1c 3f5fd606,3
462,1133059839,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr15=0xffffffff ffffffff 17444a84 3f86359e,3
463,1133059839,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr16=0xffffffff ffffffff 0d73f467 bf8e1ab1,3
464,1133059839,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr17=0xffffffff ffffffff b9c5f097 3feff9db,3
465,1133059839,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr18=0xffffffff ffffffff 80000000 c3300000,3
466,1133059840,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr19=0xffffffff ffffffff d6ab5368 3f553959,3
467,1133059840,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr20=0xffffffff ffffffff 00000000 3fd80000,3
468,1133059840,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr21=0xffffffff ffffffff 00000000 bfd40000,3
469,1133059840,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr22=0xffffffff ffffffff 00000000 bff00000,3
470,1133059840,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr23=0xffffffff ffffffff 00000000 3fe00000,3
471,1133059840,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr24=0xffffffff ffffffff bc6a7efa bf489374,3
472,1133059840,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr25=0xffffffff ffffffff aa82f4e3 3f36fdae,3
473,1133059840,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr26=0xffffffff ffffffff 00000000 bfe00000,3
474,1133059841,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr27=0xffffffff ffffffff 211a6973 3eda90b7,3
475,1133059841,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr28=0xffffffff ffffffff d6ab5368 3f653959,3
476,1133059841,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr29=0xffffffff ffffffff 00000000 408f4000,3
477,1133059841,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr30=0xffffffff ffffffff 00000000 3ff00000,3
478,1133059841,R03-M1-NF,R03,M1,NF,J07-U01,computation,fpr31=0xffffffff ffffffff 00000000 00000000,3
479,1133059841,R03-M1-NF,R03,M1,NF,J07-U01,computation,rts panic! - stopping execution,3
480,1133062682,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check interrupt (bit=0x10): L2 dcache unit read return parity error,4
481,1133062683,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction address: 0x002a2560,4
482,1133062683,R03-M1-NF,R03,M1,NF,J07-U01,computation,Machine Check Status Register: 0xa0000000,4
483,1133062683,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check summary.............1,4
484,1133062683,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction plb error.............0,4
485,1133062683,R03-M1-NF,R03,M1,NF,J07-U01,computation,data read plb error...............1,4
486,1133062683,R03-M1-NF,R03,M1,NF,J07-U01,computation,data write plb error..............0,4
487,1133062683,R03-M1-NF,R03,M1,NF,J07-U01,computation,tlb error.........................0,4
488,1133062684,R03-M1-NF,R03,M1,NF,J07-U01,computation,i-cache parity error..............0,4
489,1133062684,R03-M1-NF,R03,M1,NF,J07-U01,computation,d-cache search parity error.......0,4
490,1133062684,R03-M1-NF,R03,M1,NF,J07-U01,computation,d-cache flush parity error........0,4
491,1133062684,R03-M1-NF,R03,M1,NF,J07-U01,computation,imprecise machine check...........0,4
492,1133062684,R03-M1-NF,R03,M1,NF,J07-U01,computation,Machine State Register: 0x0002f900,4
493,1133062684,R03-M1-NF,R03,M1,NF,J07-U01,computation,wait state enable.................0,4
494,1133062684,R03-M1-NF,R03,M1,NF,J07-U01,computation,critical input interrupt enable...1,4
495,1133062685,R03-M1-NF,R03,M1,NF,J07-U01,computation,external input interrupt enable...1,4
496,1133062685,R03-M1-NF,R03,M1,NF,J07-U01,computation,problem state (0=sup,4
497,1133062685,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating point instr. enabled.....1,4
498,1133062685,R03-M1-NF,R03,M1,NF,J07-U01,computation,machine check enable..............1,4
499,1133062685,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating pt ex mode 0 enable......1,4
500,1133062685,R03-M1-NF,R03,M1,NF,J07-U01,computation,debug wait enable.................0,4
501,1133062685,R03-M1-NF,R03,M1,NF,J07-U01,computation,debug interrupt enable............0,4
502,1133062686,R03-M1-NF,R03,M1,NF,J07-U01,computation,floating pt ex mode 1 enable......1,4
503,1133062686,R03-M1-NF,R03,M1,NF,J07-U01,computation,instruction address space.........0,4
504,1133062686,R03-M1-NF,R03,M1,NF,J07-U01,computation,data address space................0,4
505,1133062686,R03-M1-NF,R03,M1,NF,J07-U01,computation,Core Configuration Register 0: 0x00002000,4
506,1133062686,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable store gathering..................0,4
507,1133062686,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable apu instruction broadcast........0,4
508,1133062687,R03-M1-NF,R03,M1,NF,J07-U01,computation,disable trace broadcast..................0,4
