,Timestamp,ID-Node,Rack,Midplane,Node,Card,Card type,Message,Tuple
6944,1131499527,R62-M0-N7,R62,M0,N7,J06-U01,computation,Error receiving packet on tree network,113
6945,1131499527,R62-M0-N7,R62,M0,N7,J04-U11,computation,Error receiving packet on tree network,113
6946,1131499527,R62-M0-N7,R62,M0,N7,J02-U01,computation,Error receiving packet on tree network,113
6947,1131499527,R62-M0-N7,R62,M0,N7,J02-U11,computation,Error receiving packet on tree network,113
6948,1131499527,R62-M0-N1,R62,M0,N1,J09-U11,computation,Error receiving packet on tree network,113
6949,1131499527,R62-M0-N1,R62,M0,N1,J15-U11,computation,Error receiving packet on tree network,113
6950,1131499527,R62-M0-N1,R62,M0,N1,J11-U11,computation,Error receiving packet on tree network,113
6951,1131499527,R62-M0-N1,R62,M0,N1,J13-U11,computation,Error receiving packet on tree network,113
6952,1131499527,R62-M0-N1,R62,M0,N1,J17-U11,computation,Error receiving packet on tree network,113
6953,1131499527,R62-M0-N1,R62,M0,N1,J05-U01,computation,Error receiving packet on tree network,113
6954,1131499527,R62-M0-N1,R62,M0,N1,J03-U01,computation,Error receiving packet on tree network,113
6955,1131499527,R62-M0-N1,R62,M0,N1,J05-U11,computation,Error receiving packet on tree network,113
6956,1131499527,R62-M0-N1,R62,M0,N1,J03-U11,computation,Error receiving packet on tree network,113
6957,1131499527,R62-M0-N1,R62,M0,N1,J07-U11,computation,Error receiving packet on tree network,113
6958,1131499527,R62-M0-N1,R62,M0,N1,J15-U01,computation,Error receiving packet on tree network,113
6959,1131499527,R62-M0-N1,R62,M0,N1,J17-U01,computation,Error receiving packet on tree network,113
6960,1131499527,R62-M0-N1,R62,M0,N1,J11-U01,computation,Error receiving packet on tree network,113
6961,1131499527,R62-M0-N1,R62,M0,N1,J07-U01,computation,Error receiving packet on tree network,113
6962,1131499527,R62-M0-N1,R62,M0,N1,J13-U01,computation,Error receiving packet on tree network,113
6963,1131499527,R62-M0-N1,R62,M0,N1,J09-U01,computation,Error receiving packet on tree network,113
6964,1131499527,R62-M0-N1,R62,M0,N1,J16-U11,computation,Error receiving packet on tree network,113
6965,1131499527,R62-M0-N1,R62,M0,N1,J08-U11,computation,Error receiving packet on tree network,113
6966,1131499527,R62-M0-N1,R62,M0,N1,J14-U11,computation,Error receiving packet on tree network,113
6967,1131499527,R62-M0-N1,R62,M0,N1,J10-U11,computation,Error receiving packet on tree network,113
6968,1131499527,R62-M0-N1,R62,M0,N1,J06-U11,computation,Error receiving packet on tree network,113
6969,1131499527,R62-M0-N1,R62,M0,N1,J12-U11,computation,Error receiving packet on tree network,113
6970,1131499527,R62-M0-N1,R62,M0,N1,J14-U01,computation,Error receiving packet on tree network,113
6971,1131499527,R62-M0-N1,R62,M0,N1,J16-U01,computation,Error receiving packet on tree network,113
6972,1131499527,R62-M0-N1,R62,M0,N1,J10-U01,computation,Error receiving packet on tree network,113
6973,1131499527,R62-M0-N1,R62,M0,N1,J12-U01,computation,Error receiving packet on tree network,113
6974,1131499527,R62-M0-N1,R62,M0,N1,J08-U01,computation,Error receiving packet on tree network,113
6975,1131499527,R62-M0-N1,R62,M0,N1,J04-U01,computation,Error receiving packet on tree network,113
6976,1131499527,R62-M0-N1,R62,M0,N1,J06-U01,computation,Error receiving packet on tree network,113
6977,1131499527,R62-M0-N1,R62,M0,N1,J04-U11,computation,Error receiving packet on tree network,113
6978,1131499527,R62-M0-N1,R62,M0,N1,J02-U01,computation,Error receiving packet on tree network,113
6979,1131499527,R62-M0-N1,R62,M0,N1,J02-U11,computation,Error receiving packet on tree network,113
6980,1131499527,R62-M0-ND,R62,M0,ND,J09-U11,computation,Error receiving packet on tree network,113
6981,1131499527,R62-M0-ND,R62,M0,ND,J15-U11,computation,Error receiving packet on tree network,113
6982,1131499527,R62-M0-ND,R62,M0,ND,J11-U11,computation,Error receiving packet on tree network,113
6983,1131499527,R62-M0-ND,R62,M0,ND,J13-U11,computation,Error receiving packet on tree network,113
6984,1131499527,R62-M0-ND,R62,M0,ND,J17-U11,computation,Error receiving packet on tree network,113
6985,1131499527,R62-M0-ND,R62,M0,ND,J05-U01,computation,Error receiving packet on tree network,113
6986,1131499528,R62-M0-ND,R62,M0,ND,J03-U01,computation,Error receiving packet on tree network,113
6987,1131499528,R62-M0-ND,R62,M0,ND,J05-U11,computation,Error receiving packet on tree network,113
6988,1131499528,R62-M0-ND,R62,M0,ND,J03-U11,computation,Error receiving packet on tree network,113
6989,1131499528,R62-M0-ND,R62,M0,ND,J07-U11,computation,Error receiving packet on tree network,113
6990,1131499528,R62-M0-ND,R62,M0,ND,J15-U01,computation,Error receiving packet on tree network,113
6991,1131499528,R62-M0-ND,R62,M0,ND,J17-U01,computation,Error receiving packet on tree network,113
6992,1131499528,R62-M0-ND,R62,M0,ND,J11-U01,computation,Error receiving packet on tree network,113
6993,1131499528,R62-M0-ND,R62,M0,ND,J07-U01,computation,Error receiving packet on tree network,113
6994,1131499528,R62-M0-ND,R62,M0,ND,J13-U01,computation,Error receiving packet on tree network,113
6995,1131499528,R62-M0-ND,R62,M0,ND,J09-U01,computation,Error receiving packet on tree network,113
6996,1131499528,R62-M0-ND,R62,M0,ND,J16-U11,computation,Error receiving packet on tree network,113
6997,1131499528,R62-M0-ND,R62,M0,ND,J08-U11,computation,Error receiving packet on tree network,113
6998,1131499528,R62-M0-ND,R62,M0,ND,J14-U11,computation,Error receiving packet on tree network,113
6999,1131499528,R62-M0-ND,R62,M0,ND,J10-U11,computation,Error receiving packet on tree network,113
7000,1131499528,R62-M0-ND,R62,M0,ND,J06-U11,computation,Error receiving packet on tree network,113
7001,1131499528,R62-M0-ND,R62,M0,ND,J12-U11,computation,Error receiving packet on tree network,113
7002,1131499528,R62-M0-ND,R62,M0,ND,J14-U01,computation,Error receiving packet on tree network,113
7003,1131499528,R62-M0-ND,R62,M0,ND,J16-U01,computation,Error receiving packet on tree network,113
7004,1131499528,R62-M0-ND,R62,M0,ND,J10-U01,computation,Error receiving packet on tree network,113
7005,1131499528,R62-M0-ND,R62,M0,ND,J12-U01,computation,Error receiving packet on tree network,113
7006,1131499528,R62-M0-ND,R62,M0,ND,J08-U01,computation,Error receiving packet on tree network,113
7007,1131499528,R62-M0-ND,R62,M0,ND,J04-U01,computation,Error receiving packet on tree network,113
7008,1131499528,R62-M0-ND,R62,M0,ND,J06-U01,computation,Error receiving packet on tree network,113
7009,1131499528,R62-M0-ND,R62,M0,ND,J04-U11,computation,Error receiving packet on tree network,113
7010,1131499528,R62-M0-ND,R62,M0,ND,J02-U01,computation,Error receiving packet on tree network,113
7011,1131499528,R62-M0-ND,R62,M0,ND,J02-U11,computation,Error receiving packet on tree network,113
7012,1131499528,R62-M0-NC,R62,M0,NC,J09-U11,computation,Error receiving packet on tree network,113
7013,1131499528,R62-M0-NC,R62,M0,NC,J15-U11,computation,Error receiving packet on tree network,113
7014,1131499528,R62-M0-NC,R62,M0,NC,J11-U11,computation,Error receiving packet on tree network,113
7015,1131499528,R62-M0-NC,R62,M0,NC,J13-U11,computation,Error receiving packet on tree network,113
7016,1131499528,R62-M0-NC,R62,M0,NC,J17-U11,computation,Error receiving packet on tree network,113
7017,1131499528,R62-M0-NC,R62,M0,NC,J05-U01,computation,Error receiving packet on tree network,113
7018,1131499528,R62-M0-NC,R62,M0,NC,J03-U01,computation,Error receiving packet on tree network,113
7019,1131499528,R62-M0-NC,R62,M0,NC,J05-U11,computation,Error receiving packet on tree network,113
7020,1131499528,R62-M0-NC,R62,M0,NC,J03-U11,computation,Error receiving packet on tree network,113
7021,1131499528,R62-M0-NC,R62,M0,NC,J07-U11,computation,Error receiving packet on tree network,113
7022,1131499528,R62-M0-NC,R62,M0,NC,J15-U01,computation,Error receiving packet on tree network,113
7023,1131499528,R62-M0-NC,R62,M0,NC,J17-U01,computation,Error receiving packet on tree network,113
7024,1131499528,R62-M0-NC,R62,M0,NC,J11-U01,computation,Error receiving packet on tree network,113
7025,1131499528,R62-M0-NC,R62,M0,NC,J07-U01,computation,Error receiving packet on tree network,113
7026,1131499528,R62-M0-NC,R62,M0,NC,J13-U01,computation,Error receiving packet on tree network,113
7027,1131499528,R62-M0-NC,R62,M0,NC,J09-U01,computation,Error receiving packet on tree network,113
7028,1131499528,R62-M0-NC,R62,M0,NC,J16-U11,computation,Error receiving packet on tree network,113
7029,1131499528,R62-M0-NC,R62,M0,NC,J08-U11,computation,Error receiving packet on tree network,113
7030,1131499528,R62-M0-NC,R62,M0,NC,J14-U11,computation,Error receiving packet on tree network,113
7031,1131499528,R62-M0-NC,R62,M0,NC,J10-U11,computation,Error receiving packet on tree network,113
7032,1131499528,R62-M0-NC,R62,M0,NC,J06-U11,computation,Error receiving packet on tree network,113
7033,1131499528,R62-M0-NC,R62,M0,NC,J12-U11,computation,Error receiving packet on tree network,113
7034,1131499528,R62-M0-NC,R62,M0,NC,J14-U01,computation,Error receiving packet on tree network,113
7035,1131499529,R62-M0-NC,R62,M0,NC,J16-U01,computation,Error receiving packet on tree network,113
7036,1131499529,R62-M0-NC,R62,M0,NC,J10-U01,computation,Error receiving packet on tree network,113
7037,1131499529,R62-M0-NC,R62,M0,NC,J12-U01,computation,Error receiving packet on tree network,113
7038,1131499529,R62-M0-NC,R62,M0,NC,J08-U01,computation,Error receiving packet on tree network,113
7039,1131499529,R62-M0-NC,R62,M0,NC,J04-U01,computation,Error receiving packet on tree network,113
7040,1131499529,R62-M0-NC,R62,M0,NC,J06-U01,computation,Error receiving packet on tree network,113
7041,1131499529,R62-M0-NC,R62,M0,NC,J04-U11,computation,Error receiving packet on tree network,113
7042,1131499529,R62-M0-NC,R62,M0,NC,J02-U01,computation,Error receiving packet on tree network,113
7043,1131499529,R62-M0-NC,R62,M0,NC,J02-U11,computation,Error receiving packet on tree network,113
7044,1131499529,R62-M0-N0,R62,M0,N0,J09-U11,computation,Error receiving packet on tree network,113
7045,1131499529,R62-M0-N0,R62,M0,N0,J15-U11,computation,Error receiving packet on tree network,113
7046,1131499529,R62-M0-N0,R62,M0,N0,J11-U11,computation,Error receiving packet on tree network,113
7047,1131499529,R62-M0-N0,R62,M0,N0,J13-U11,computation,Error receiving packet on tree network,113
7048,1131499529,R62-M0-N0,R62,M0,N0,J17-U11,computation,Error receiving packet on tree network,113
7049,1131499529,R62-M0-N0,R62,M0,N0,J05-U01,computation,Error receiving packet on tree network,113
7050,1131499529,R62-M0-N0,R62,M0,N0,J03-U01,computation,Error receiving packet on tree network,113
7051,1131499529,R62-M0-N0,R62,M0,N0,J05-U11,computation,Error receiving packet on tree network,113
7052,1131499529,R62-M0-N0,R62,M0,N0,J03-U11,computation,Error receiving packet on tree network,113
7053,1131499529,R62-M0-N0,R62,M0,N0,J07-U11,computation,Error receiving packet on tree network,113
7054,1131499529,R62-M0-N0,R62,M0,N0,J15-U01,computation,Error receiving packet on tree network,113
7055,1131499529,R62-M0-N0,R62,M0,N0,J17-U01,computation,Error receiving packet on tree network,113
7056,1131499529,R62-M0-N0,R62,M0,N0,J11-U01,computation,Error receiving packet on tree network,113
7057,1131499529,R62-M0-N0,R62,M0,N0,J07-U01,computation,Error receiving packet on tree network,113
7058,1131499529,R62-M0-N0,R62,M0,N0,J13-U01,computation,Error receiving packet on tree network,113
7059,1131499529,R62-M0-N0,R62,M0,N0,J09-U01,computation,Error receiving packet on tree network,113
7060,1131499529,R62-M0-N0,R62,M0,N0,J16-U11,computation,Error receiving packet on tree network,113
7061,1131499529,R62-M0-N0,R62,M0,N0,J08-U11,computation,Error receiving packet on tree network,113
7062,1131499529,R62-M0-N0,R62,M0,N0,J14-U11,computation,Error receiving packet on tree network,113
7063,1131499529,R62-M0-N0,R62,M0,N0,J10-U11,computation,Error receiving packet on tree network,113
7064,1131499529,R62-M0-N0,R62,M0,N0,J06-U11,computation,Error receiving packet on tree network,113
7065,1131499529,R62-M0-N0,R62,M0,N0,J12-U11,computation,Error receiving packet on tree network,113
7066,1131499529,R62-M0-N0,R62,M0,N0,J14-U01,computation,Error receiving packet on tree network,113
7067,1131499529,R62-M0-N0,R62,M0,N0,J16-U01,computation,Error receiving packet on tree network,113
7068,1131499529,R62-M0-N0,R62,M0,N0,J10-U01,computation,Error receiving packet on tree network,113
7069,1131499529,R62-M0-N0,R62,M0,N0,J12-U01,computation,Error receiving packet on tree network,113
7070,1131499529,R62-M0-N0,R62,M0,N0,J08-U01,computation,Error receiving packet on tree network,113
7071,1131499529,R62-M0-N0,R62,M0,N0,J04-U01,computation,Error receiving packet on tree network,113
7072,1131499529,R62-M0-N0,R62,M0,N0,J06-U01,computation,Error receiving packet on tree network,113
7073,1131499529,R62-M0-N0,R62,M0,N0,J04-U11,computation,Error receiving packet on tree network,113
7074,1131499529,R62-M0-N0,R62,M0,N0,J02-U01,computation,Error receiving packet on tree network,113
7075,1131499529,R62-M0-N0,R62,M0,N0,J02-U11,computation,Error receiving packet on tree network,113
7076,1131499529,R62-M0-N4,R62,M0,N4,J09-U11,computation,Error receiving packet on tree network,113
7077,1131499529,R62-M0-N4,R62,M0,N4,J15-U11,computation,Error receiving packet on tree network,113
7078,1131499529,R62-M0-N4,R62,M0,N4,J11-U11,computation,Error receiving packet on tree network,113
7079,1131499529,R62-M0-N4,R62,M0,N4,J13-U11,computation,Error receiving packet on tree network,113
7080,1131499529,R62-M0-N4,R62,M0,N4,J17-U11,computation,Error receiving packet on tree network,113
7081,1131499529,R62-M0-N4,R62,M0,N4,J05-U01,computation,Error receiving packet on tree network,113
7082,1131499529,R62-M0-N4,R62,M0,N4,J03-U01,computation,Error receiving packet on tree network,113
7083,1131499529,R62-M0-N4,R62,M0,N4,J05-U11,computation,Error receiving packet on tree network,113
7084,1131499530,R62-M0-N4,R62,M0,N4,J03-U11,computation,Error receiving packet on tree network,113
7085,1131499530,R62-M0-N4,R62,M0,N4,J07-U11,computation,Error receiving packet on tree network,113
7086,1131499530,R62-M0-N4,R62,M0,N4,J15-U01,computation,Error receiving packet on tree network,113
7087,1131499530,R62-M0-N4,R62,M0,N4,J17-U01,computation,Error receiving packet on tree network,113
7088,1131499530,R62-M0-N4,R62,M0,N4,J11-U01,computation,Error receiving packet on tree network,113
7089,1131499530,R62-M0-N4,R62,M0,N4,J07-U01,computation,Error receiving packet on tree network,113
7090,1131499530,R62-M0-N4,R62,M0,N4,J13-U01,computation,Error receiving packet on tree network,113
7091,1131499530,R62-M0-N4,R62,M0,N4,J09-U01,computation,Error receiving packet on tree network,113
7092,1131499530,R62-M0-N4,R62,M0,N4,J16-U11,computation,Error receiving packet on tree network,113
7093,1131499530,R62-M0-N4,R62,M0,N4,J08-U11,computation,Error receiving packet on tree network,113
7094,1131499530,R62-M0-N4,R62,M0,N4,J14-U11,computation,Error receiving packet on tree network,113
7095,1131499530,R62-M0-N4,R62,M0,N4,J10-U11,computation,Error receiving packet on tree network,113
7096,1131499530,R62-M0-N4,R62,M0,N4,J06-U11,computation,Error receiving packet on tree network,113
7097,1131499530,R62-M0-N4,R62,M0,N4,J12-U11,computation,Error receiving packet on tree network,113
7098,1131499530,R62-M0-N4,R62,M0,N4,J14-U01,computation,Error receiving packet on tree network,113
7099,1131499530,R62-M0-N4,R62,M0,N4,J16-U01,computation,Error receiving packet on tree network,113
7100,1131499530,R62-M0-N4,R62,M0,N4,J10-U01,computation,Error receiving packet on tree network,113
7101,1131499530,R62-M0-N4,R62,M0,N4,J12-U01,computation,Error receiving packet on tree network,113
7102,1131499530,R62-M0-N4,R62,M0,N4,J08-U01,computation,Error receiving packet on tree network,113
7103,1131499530,R62-M0-N4,R62,M0,N4,J04-U01,computation,Error receiving packet on tree network,113
7104,1131499530,R62-M0-N4,R62,M0,N4,J06-U01,computation,Error receiving packet on tree network,113
7105,1131499530,R62-M0-N4,R62,M0,N4,J04-U11,computation,Error receiving packet on tree network,113
7106,1131499530,R62-M0-N4,R62,M0,N4,J02-U01,computation,Error receiving packet on tree network,113
7107,1131499530,R62-M0-N4,R62,M0,N4,J02-U11,computation,Error receiving packet on tree network,113
7108,1131499530,R62-M0-N8,R62,M0,N8,J09-U11,computation,Error receiving packet on tree network,113
7109,1131499530,R62-M0-N8,R62,M0,N8,J15-U11,computation,Error receiving packet on tree network,113
7110,1131499530,R62-M0-N8,R62,M0,N8,J11-U11,computation,Error receiving packet on tree network,113
7111,1131499530,R62-M0-N8,R62,M0,N8,J13-U11,computation,Error receiving packet on tree network,113
7112,1131499530,R62-M0-N8,R62,M0,N8,J17-U11,computation,Error receiving packet on tree network,113
7113,1131499530,R62-M0-N8,R62,M0,N8,J05-U01,computation,Error receiving packet on tree network,113
7114,1131499530,R62-M0-N8,R62,M0,N8,J03-U01,computation,Error receiving packet on tree network,113
7115,1131499530,R62-M0-N8,R62,M0,N8,J05-U11,computation,Error receiving packet on tree network,113
7116,1131499530,R62-M0-N8,R62,M0,N8,J03-U11,computation,Error receiving packet on tree network,113
7117,1131499530,R62-M0-N8,R62,M0,N8,J07-U11,computation,Error receiving packet on tree network,113
7118,1131499530,R62-M0-N8,R62,M0,N8,J15-U01,computation,Error receiving packet on tree network,113
7119,1131499530,R62-M0-N8,R62,M0,N8,J17-U01,computation,Error receiving packet on tree network,113
7120,1131499530,R62-M0-N8,R62,M0,N8,J11-U01,computation,Error receiving packet on tree network,113
7121,1131499530,R62-M0-N8,R62,M0,N8,J07-U01,computation,Error receiving packet on tree network,113
7122,1131499530,R62-M0-N8,R62,M0,N8,J13-U01,computation,Error receiving packet on tree network,113
7123,1131499530,R62-M0-N8,R62,M0,N8,J09-U01,computation,Error receiving packet on tree network,113
7124,1131499530,R62-M0-N8,R62,M0,N8,J16-U11,computation,Error receiving packet on tree network,113
7125,1131499530,R62-M0-N8,R62,M0,N8,J08-U11,computation,Error receiving packet on tree network,113
7126,1131499530,R62-M0-N8,R62,M0,N8,J14-U11,computation,Error receiving packet on tree network,113
7127,1131499530,R62-M0-N8,R62,M0,N8,J10-U11,computation,Error receiving packet on tree network,113
7128,1131499530,R62-M0-N8,R62,M0,N8,J06-U11,computation,Error receiving packet on tree network,113
7129,1131499530,R62-M0-N8,R62,M0,N8,J12-U11,computation,Error receiving packet on tree network,113
7130,1131499530,R62-M0-N8,R62,M0,N8,J14-U01,computation,Error receiving packet on tree network,113
7131,1131499530,R62-M0-N8,R62,M0,N8,J16-U01,computation,Error receiving packet on tree network,113
7132,1131499530,R62-M0-N8,R62,M0,N8,J10-U01,computation,Error receiving packet on tree network,113
7133,1131499530,R62-M0-N8,R62,M0,N8,J12-U01,computation,Error receiving packet on tree network,113
7134,1131499530,R62-M0-N8,R62,M0,N8,J08-U01,computation,Error receiving packet on tree network,113
7135,1131499530,R62-M0-N8,R62,M0,N8,J04-U01,computation,Error receiving packet on tree network,113
7136,1131499531,R62-M0-N8,R62,M0,N8,J06-U01,computation,Error receiving packet on tree network,113
7137,1131499531,R62-M0-N8,R62,M0,N8,J04-U11,computation,Error receiving packet on tree network,113
7138,1131499531,R62-M0-N8,R62,M0,N8,J02-U01,computation,Error receiving packet on tree network,113
7139,1131499531,R62-M0-N8,R62,M0,N8,J02-U11,computation,Error receiving packet on tree network,113
7140,1131525611,R62-M0-N4,R62,M0,N4,J13-U01,computation,data storage interrupt,114
7141,1131525611,R62-M0-N4,R62,M0,N4,J13-U01,computation,instruction address: 0x0001e04c,114
7142,1131525611,R62-M0-N4,R62,M0,N4,J13-U01,computation,data address: 0x000094dc,114
7143,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,exception syndrome register: 0x00800000,114
7144,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,machine check: i-fetch......................0,114
7145,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,program interrupt: illegal instruction......0,114
7146,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,program interrupt: privileged instruction...0,114
7147,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,program interrupt: trap instruction.........0,114
7148,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,floating point operation....................0,114
7149,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,store operation.............................1,114
7150,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,data store interrupt caused by dcbf.........0,114
7151,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,data store interrupt caused by icbi.........0,114
7152,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,auxiliary processor.........................0,114
7153,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,program interrupt: unimplemented operation..0,114
7154,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,byte ordering exception.....................0,114
7155,1131525612,R62-M0-N4,R62,M0,N4,J13-U01,computation,program interrupt: imprecise exception......0,114
7156,1131525613,R62-M0-N4,R62,M0,N4,J13-U01,computation,program interrupt: fp cr update.............0,114
7157,1131525613,R62-M0-N4,R62,M0,N4,J13-U01,computation,program interrupt: fp compare...............0,114
7158,1131525613,R62-M0-N4,R62,M0,N4,J13-U01,computation,program interrupt: fp cr field .............0,114
7159,1131525613,R62-M0-N4,R62,M0,N4,J13-U01,computation,machine state register: 0x00003000,114
7160,1131525613,R62-M0-N4,R62,M0,N4,J13-U01,computation,wait state enable.................0,114
7161,1131525613,R62-M0-N4,R62,M0,N4,J13-U01,computation,critical input interrupt enable...0,114
7162,1131525613,R62-M0-N4,R62,M0,N4,J13-U01,computation,external input interrupt enable...0,114
7163,1131525613,R62-M0-N4,R62,M0,N4,J13-U01,computation,problem state (0=sup,114
7164,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,floating point instr. enabled.....1,114
7165,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,machine check enable..............1,114
7166,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,floating pt ex mode 0 enable......0,114
7167,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,debug wait enable.................0,114
7168,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,debug interrupt enable............0,114
7169,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,floating pt ex mode 1 enable......0,114
7170,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,instruction address space.........0,114
7171,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,data address space................0,114
7172,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,core configuration register: 0x00002000,114
7173,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,disable store gathering..................0,114
7174,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,disable apu instruction broadcast........0,114
7175,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,disable trace broadcast..................0,114
7176,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,guaranteed instruction cache block touch.0,114
7177,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,guaranteed data cache block touch........1,114
7178,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,force load/store alignment...............0,114
7179,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,icache prefetch depth....................0,114
7180,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,icache prefetch threshold................0,114
7181,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,general purpose registers:,114
7182,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,0:00000000 1:000c83e0 2:1eeeeeee 3:00000030,114
7183,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,4:00000020 5:80000000 6:0002b0a8 7:00030000,114
7184,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,8:00007814 9:05cc8e85 10:00070000 11:ffffca74,114
7185,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,12:20000020 13:1eeeeeee 14:ffffffff 15:ffffffff,114
7186,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,16:00000000 17:00000000 18:00000000 19:00000000,114
7187,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,20:00000000 21:00000000 22:00000000 23:00000000,114
7188,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,24:000c8790 25:000c8430 26:00010000 27:00055950,114
7189,1131525614,R62-M0-N4,R62,M0,N4,J13-U01,computation,28:000c8430 29:000094dc 30:00000020 31:00055954,114
7190,1131525615,R62-M0-N4,R62,M0,N4,J13-U01,computation,special purpose registers:,114
7191,1131525615,R62-M0-N4,R62,M0,N4,J13-U01,computation,lr:0001e4c0 cr:80000020 xer:20000002 ctr:00000000,114
7192,1131525615,R62-M0-N4,R62,M0,N4,J13-U01,computation,rts internal error,114
7193,1131525615,R62-M0-N4,R62,M0,N4,J13-U01,computation,rts panic! - stopping execution,114
7194,1131678522,R06-M0-N1,R06,M0,N1,J07-U11,computation,machine check interrupt,115
7195,1131678522,R06-M0-N1,R06,M0,N1,J07-U11,computation,instruction address: 0x0014c9bc,115
7196,1131678523,R06-M0-N1,R06,M0,N1,J07-U11,computation,machine check status register: 0x81000000,115
7197,1131678523,R06-M0-N1,R06,M0,N1,J07-U11,computation,summary...........................1,115
7198,1131678523,R06-M0-N1,R06,M0,N1,J07-U11,computation,instruction plb error.............0,115
7199,1131678523,R06-M0-N1,R06,M0,N1,J07-U11,computation,data read plb error...............0,115
7200,1131678523,R06-M0-N1,R06,M0,N1,J07-U11,computation,data write plb error..............0,115
7201,1131678523,R06-M0-N1,R06,M0,N1,J07-U11,computation,tlb error.........................0,115
7202,1131678524,R06-M0-N1,R06,M0,N1,J07-U11,computation,i-cache parity error..............0,115
7203,1131678524,R06-M0-N1,R06,M0,N1,J07-U11,computation,d-cache search parity error.......0,115
7204,1131678524,R06-M0-N1,R06,M0,N1,J07-U11,computation,d-cache flush parity error........1,115
7205,1131678524,R06-M0-N1,R06,M0,N1,J07-U11,computation,imprecise machine check...........0,115
7206,1131678524,R06-M0-N1,R06,M0,N1,J07-U11,computation,machine state register: 0x0002f900,115
7207,1131678524,R06-M0-N1,R06,M0,N1,J07-U11,computation,wait state enable.................0,115
7208,1131678525,R06-M0-N1,R06,M0,N1,J07-U11,computation,critical input interrupt enable...1,115
7209,1131678525,R06-M0-N1,R06,M0,N1,J07-U11,computation,external input interrupt enable...1,115
7210,1131678525,R06-M0-N1,R06,M0,N1,J07-U11,computation,problem state (0=sup,115
7211,1131678525,R06-M0-N1,R06,M0,N1,J07-U11,computation,floating point instr. enabled.....1,115
7212,1131678525,R06-M0-N1,R06,M0,N1,J07-U11,computation,machine check enable..............1,115
7213,1131678525,R06-M0-N1,R06,M0,N1,J07-U11,computation,floating pt ex mode 0 enable......1,115
7214,1131678526,R06-M0-N1,R06,M0,N1,J07-U11,computation,debug wait enable.................0,115
7215,1131678526,R06-M0-N1,R06,M0,N1,J07-U11,computation,debug interrupt enable............0,115
7216,1131678526,R06-M0-N1,R06,M0,N1,J07-U11,computation,floating pt ex mode 1 enable......1,115
7217,1131678528,R06-M0-N1,R06,M0,N1,J07-U11,computation,instruction address space.........0,115
7218,1131678530,R06-M0-N1,R06,M0,N1,J07-U11,computation,data address space................0,115
7219,1131678533,R06-M0-N1,R06,M0,N1,J07-U11,computation,core configuration register: 0x00002000,115
7220,1131678540,R06-M0-N1,R06,M0,N1,J07-U11,computation,disable store gathering..................0,115
7221,1131678546,R06-M0-N1,R06,M0,N1,J07-U11,computation,disable apu instruction broadcast........0,115
7222,1131678553,R06-M0-N1,R06,M0,N1,J07-U11,computation,disable trace broadcast..................0,115
7223,1131678559,R06-M0-N1,R06,M0,N1,J07-U11,computation,guaranteed instruction cache block touch.0,115
7224,1131678566,R06-M0-N1,R06,M0,N1,J07-U11,computation,guaranteed data cache block touch........1,115
7225,1131678573,R06-M0-N1,R06,M0,N1,J07-U11,computation,force load/store alignment...............0,115
